predicted_label,komentar
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,doain dunia moga segera anak cucu aamin allahumaa aamin kun fayakun
sosial kemanusiaan,udah ganti kebun sawit bang
sosial kemanusiaan,iyaa kalbar real mana udh jdi sawit
sosial kemanusiaan,bantu up kak masyarakat gbisa diem aja
komentar biasa,ya allahh kak kalimantan udah gabaik aja dikalsel btww
pembalakan liar,kalimantan
sosial kemanusiaan,astagfirullah ya allah
sosial kemanusiaan,ya ampun mana letak sadar hutan pohon paru dunia
pembalakan liar,tambang ilegal kak
sosial kemanusiaan,yakan sawit pt rakyat inti aja mus
komentar biasa,batik sembarang batik ah sedihh hutan gundul semua
sosial kemanusiaan,kalbar dmn ka tepat
komentar biasa,buka aja google maps pilih satelit kak kakak keliling aja tu hp sedih liat nya kak
komentar biasa,batik model yaa
sosial kemanusiaan,tolong bantu up kak
pembalakan liar,ayooo up biar tau kayk kalimantan skrtolongg tolonggg jaga hutan biar anak cucu rasa indah nya hidup
sosial kemanusiaan,iya kak sedih banget lo
komentar biasa,dh tk heran
sosial kemanusiaan,ngena bangt sarkas nya
sosial kemanusiaan,d
komentar biasa,nabrak cetak yg tempel stiker
alih fungsi hutan,kayu hanyut mampir toko cat
pembalakan liar,angka ga sih warna nya merah
komentar biasa,pikir bang
sosial kemanusiaan,masyaallah kuasa allah pohon nomor alami
sosial kemanusiaan,nomor dimna si kak ko galiat yaa
kebijakan pemerintah,trs yg ngelola tau duit langsung masuk rekening si anu si
pembalakan liar,ai hujan deras kandung gergaji ka
sosial kemanusiaan,yakin ini
sosial kemanusiaan,priiittttt
sosial kemanusiaan,iyaa emang bener feelingku toko cat terbang hutan
pembalakan liar,pohon mampir ama tukang sablon kasih nomor biar gak hilang bukti
sosial kemanusiaan,toko bangun antri ya ambil nomer antri keluar
sosial kemanusiaan,masuk akal kak fiks ini
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
komentar biasa,mls baca komenan gin udh x dicopy orang baca trenyuh kek dah
sosial kemanusiaan,gausah baca kak intropeksi aja makhluk allah
alih fungsi hutan,dewasa mitos jawa pohon tunggu gak salah nenek moyang fungsi pohon cerita nya seram hubung gaibternyata dampak nya seram mitos
sosial kemanusiaan,bener baca
sosial kemanusiaan,ya allah
sosial kemanusiaan,coba ksh refrensi cantum ksh statement ambil
pembalakan liar,hati sampe hati om
sosial kemanusiaan,tp kak yg kena kenapanga jahat si
sosial kemanusiaan,lovegyu ihsan store
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,dunia gak adil hukum allah adil sakit hati lihatya kaya pribadi
pembalakan liar,sedih bgt liat
alih fungsi hutan,pohon
perubahan iklim,banjir bawa sampah bawa gelondong
perubahan iklim,alam bawa barang bukti
kebijakan pemerintah,allah tuh buka kartu as gampang bnget yaaa udah tutup rapat eeeh indonesia tau
sosial kemanusiaan,hayooo alas apalagi
sosial kemanusiaan,vidio belah batang pohon nomernya
alih fungsi hutan,gambar serakah yg terstrukturpem pusat idepemda atur rakyatoknum kerja berat kek motong kayu distribusi babat hutan salah siapasalah manusia serakah yg libat
sosial kemanusiaan,keri kah perintah d negri
pembalakan liar,alam luka alam yg bersih serakah manusia
alih fungsi hutan,oh yg bilang pohon tumbang krna banjir karna tebang
pembalakan liar,merinding saya
pembalakan liar,bayang luas hutan yg rusak sedih sakit hati nyesek liat nya gua asli orang sumatera tp gua lahir sana
sosial kemanusiaan,alam semua
sosial kemanusiaan,bismillahketika bohong cari sendirikemudian bukti allah mudah tahu cara
sosial kemanusiaan,smaa oknum ya diumpetin smaa allah dikeluarin bukti nya
sosial kemanusiaan,pov kayu nih gw dianterin air nih biar lu gak berat bawa gw biar tau gw transmigrasi
pembalakan liar,yaa alam ga pernahh bohong
alih fungsi hutan,jauhh udah liat banget lo klo potong kayu rapi kokk ah udah lahh
pembalakan liar,bayang phon gede hantam orang
sosial kemanusiaan,tu alam kasi sinyal kalo tolong slamatin
alih fungsi hutan,banjir krn sampah mampet hutan tebang
pembalakan liar,alam buka jahat manusia
kebijakan pemerintah,gkl bs mudah kk krn byk libat org yg kait tebang hutan perintah tdk terima bantu krn takut ungkap dalang
sosial kemanusiaan,maharians
sosial kemanusiaan,inget teu obrol urang baheula jaman anies lawan luhut gara rek bikin mukim dibatalin ama anies
sosial kemanusiaan,libat
sosial kemanusiaan,they are untouchable kak manusia hidup dunia dunia kankita tontonin ajasampai tuhan serta jalan dunianyakl akhirat ga bs liat
kebijakan pemerintah,presiden ituu
sosial kemanusiaan,loh maksud
sosial kemanusiaan,bu wkt debat dpr abis banjir titik marah loh sm tri tp apadilawan bu titik
sosial kemanusiaan,satu kak yg ditanyain ngejabat ngasih jelas eh beliau senyam senyum
sosial kemanusiaan,ga mudah kak yg pny org pny kuasa n hukum sdh ditgn
kebijakan pemerintah,luhut sumatra aceh tuh prabowo wkwkwkwk gitu ngadilin presiden
komentar biasa,gak kalo prabowo turun gak kalo gak antek jabat
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,cap nya gasengaja poto kopi
sosial kemanusiaan,hahahah
pembalakan liar,blok
sosial kemanusiaan,blogggg
sosial kemanusiaan,dunia akhirat
sosial kemanusiaan,aamiin
sosial kemanusiaan,dunia merka foya ka
sosial kemanusiaan,aamiiin
sosial kemanusiaan,maaf ndak bisa adil dunia
sosial kemanusiaan,ya gak adil manusia ka allah jg adil dunia
pembalakan liar,langit tiga malam kucur air mata qunfayaqun
komentar biasa,bukti kota tinggal negara mana uang gagal mati uang gagal hukum mati
sosial kemanusiaan,lahapa yg ngga allah yg langsung adil allah
sosial kemanusiaan,iya alloh maha ting lolos adil dunia akherat
sosial kemanusiaan,ya sih dunia allah adil ga
pembalakan liar,iya sulit
sosial kemanusiaan,kak percaya hukum dunia yg nebang pegang hukum dunia susah kalo ngandelin hukum dunia
sosial kemanusiaan,adil dunia adil manusia ka kalo allah adil raka dzolim dunia milik yg dzolim
sosial kemanusiaan,aamiin yaallah
pembalakan liar,amiin ya rob
sosial kemanusiaan,aamiin
sosial kemanusiaan,dunia udah gk mempan kk langsung akherat aja
sosial kemanusiaan,dunia mksdku adil manusia ka
sosial kemanusiaan,aamiin ya allah
sosial kemanusiaan,pura gasadar
komentar biasa,gakan sadar yg rusak
pembalakan liar,tutup mata
komentar biasa,pantes ga ngmg apa
sosial kemanusiaan,blm sadar gak sadar mereka
sosial kemanusiaan,alam bawa bukti kak rahayu bhumi nuswantoro
komentar biasa,yg cuan cuan cuan yg mah gak gubris
pembalakan liar,yg tebang hektar kayu
sosial kemanusiaan,iyaaaa bener
sosial kemanusiaan,nahh ide bagus lu cerdas
sosial kemanusiaan,fix buat manusia yg tdk tanggung jawab
pembalakan liar,sy mah numpang k mrtua jg bagus ya ya gmn org anak g pindahpgn ngurus ibunyawalhasil dur der smmertua gpp dah latian mental
sosial kemanusiaan,moga lekas pulih kena bencana tetep waspada doa support
sosial kemanusiaan,pandawara pandawara
pembalakan liar,liattt nihhh buka mata
alih fungsi hutan,itu udah bawa banjir gunung wajar potonganya nggah atur bentur
alih fungsi hutan,mesin banyak numbangin pohon pake excavator
pembalakan liar,alam huat main main peri bumi ya gin hasil
alih fungsi hutan,pohon ya pohon daun gausah takut deforestasi
kebijakan pemerintah,laku ya menteri itudia emang gak jatah
alih fungsi hutan,sengaja potong chainsaw
alih fungsi hutan,gak ngerti knp potong tp gak bawa kayu
kebijakan pemerintah,ya liar ijin perintah
alih fungsi hutan,daun daun nya ga sih tp kayu kayu
pembalakan liar,marah kecewaa sedihh ga sanggup ngebayangin kena musibah ngejalanin hidup nya ini sumpah ga kuat lihatnyaa
pembalakan liar,nang mulu ka dr kmrn sampe skip dl buka sosmed sakit hati bgtt
sosial kemanusiaan,kak sakit hati ken marah orang sana yg kena dampak langsung
pembalakan liar,iya nang mulu bawa
sosial kemanusiaan,bener map liat bnykblahan gundul
pembalakan liar,kak samaa lgi liat msih aja jabat yg citra
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
pembalakan liar,kak kak muak banget tambah jelas jelas gak masuk akal jabat
sosial kemanusiaan,aq gak percaya
alih fungsi hutan,iya pohon patah alias bunuh
pembalakan liar,liat orang orang ber kuasa yg gapernah mana tambang pohon sawit
komentar biasa,jdi pikir hrsnya manfaat aja ga sih bkin rmh korban
pembalakan liar,nya pikir kaya gin
alih fungsi hutan,kasih ajar pas sd kankalau hutan gundul banjir anakkenapa gak pikir si
komentar biasa,kalo sd blm mikir uang pikir uang paham
sosial kemanusiaan,bner kaaaaaa
sosial kemanusiaan,ambil aja ka tuhan bagi dg umat nya gak petinggi aja ambil bawa yg
sosial kemanusiaan,ambil aja kak itu
sosial kemanusiaan,ambil mumpung cuci gudang
sosial kemanusiaan,cuci gudang
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,angkut kak
komentar biasa,bang nnti lapor pasal hilang barang bukti
sosial kemanusiaan,ambil puas jga
komentar biasa,iya bener ambil aja udah alam ya jatah
sosial kemanusiaan,ambil kk gratisssss
pembalakan liar,alam bicara manusia yg serakah pura suara
alih fungsi hutan,dgn bnyknya kayu bgtu korban yg ga selamat bnyk yg kena hantam kayu kayu seram alfatihah utk korban
alih fungsi hutan,kayu rapih bilang tumbang
sosial kemanusiaan,allah manusia sungguh lihat d tutupin save hutan indonesia
alih fungsi hutan,batang kayu
sosial kemanusiaan,sera kelakukaan pemerintaah
alih fungsi hutan,ga abis pikir banjir kayu glondongan
pembalakan liar,alam murka manusia rusak
komentar biasa,alam tau loh
sosial kemanusiaan,tuhan cipta dgn alam ambil ajar adam hawa yg jatuh dlm susah karna tamak
alih fungsi hutan,yg tinggal kalimantan timur ketar tir
alih fungsi hutan,gmn rumah tdk hancur korban jiwa kayu gede
alih fungsi hutan,karna hutan gundul pulau sumatra barat bukit baris rawan hujan lebat karna gera udara lembab samudra endap barat bukit baris bukti riau terik panas matahari
pembalakan liar,tau hujanmakanya hutan nya d jaga lestari
alih fungsi hutan,sekolah tau hubung angin pohon akar air tanah oksigen udara awan sinar matahari hubung yg nya
alih fungsi hutan,tanah kapasitas serap curah air lebat apa hutan lebih kapasitas longsor hutan kawasan datar tdk sanggup tahan air deep hole tanah ambruk dalam sekolah jgn nonton pilm bok
alih fungsi hutan,ya paham sumatra
alih fungsi hutan,salah bro hutan gundul air hujan langsung alir sungai guna akar akar pohon cegah air langsung alir sungai hutan air langsung sungai hambat
alih fungsi hutan,kau pikir kayu gelonggong jatuh dr langit
alih fungsi hutan,nama kayu rapuh oon pohon tumbang ga krn tebang
komentar biasa,sumbar aceh kau pikir kayak sibolga pakai komentar template lah lebat apa hutan dunia gak serap curah hujan spt bablas sumbar aceh cuil tambang
kebijakan pemerintah,udh bng jawa lg yg kna diemin sj
pembalakan liar,akibat ulah serakah manusia
alih fungsi hutan,ngomong krna kayu tebang krna gak liat langsung bnyak nya kayu yg turun serta tanah air mbak kadang ngomong enak cocot nya kasi yg rmah ny dk bwa arus yg nikmat uang nya tidur nyenyak
sosial kemanusiaan,pinterrr
alih fungsi hutan,mayoritas ambah hutan masyarakat
alih fungsi hutan,ya betul lihat komen nya gk kalah bilang hutan gk sanggup tampung air hujan hutan tdk jaga trjadi banjir bandang sungai dangkal akibat tanah hutan bawa arus timbun sungai
alih fungsi hutan,gak salah kak sebab siklon badai tropis september mengkaitakan akibat deforestasi dg banjir tahun spt aceh sumbar cuaca gak ekstrim bukti rusa hutan masyarakat
alih fungsi hutan,tamak rakus pohon babat habis nggak sisa
sosial kemanusiaan,rakyat tumbal mewah senang kuasa
sosial kemanusiaan,betul
alih fungsi hutan,hutan gundul kocag
sosial kemanusiaan,salah ya gampang prasangka buruk orang
komentar biasa,prabowo udah kemaren tanggal cek lokasi jalur udara kasih bahan pokok kena bencana hati busuk biar gak pikir buruk
pembalakan liar,prabowo palestina
sosial kemanusiaan,model lu hilang empaty
alih fungsi hutan,anis ngapain
kebijakan pemerintah,presiden takut ikut korban banjir
kebijakan pemerintah,gubernur nya yg sebab nya presiden salah
komentar biasa,yg bilang psikopatmakanya gk kenal belas kasihan
sosial kemanusiaan,termul oh termul
alih fungsi hutan,kena azab
sosial kemanusiaan,msih muda pinter sih mas
sosial kemanusiaan,pala kau orang musibah kau blng
komentar biasa,udh cnn yg berita gk mngkinlah ai
pembalakan liar,iya kaya ai bree tau sy org sumatra keras tertib ga kena bencana beda sm hama jawa yg dikit banjir
sosial kemanusiaan,kak kmpung real
pembalakan liar,ai cuy
sosial kemanusiaan,asli
sosial kemanusiaan,goblok
sosial kemanusiaan,mana komen gin
kebijakan pemerintah,kau nama kampung garaga batang toru bantu org pln pemda aparat evakuasi korban normal listrik
pembalakan liar,ngak bro asli
sosial kemanusiaan,ga bs bedain
pembalakan liar,ai asbun hujan minggu detik hujan
sosial kemanusiaan,beda al asli
kebijakan pemerintah,bencana jawa ai
sosial kemanusiaan,udhdati sumatra beritaya kalah sm mas rt artis jd diem udh sgt parah
pembalakan liar,mata lu ai ai
sosial kemanusiaan,hidup singkat
sosial kemanusiaan,hitung singkat jin ipirit sholat tp tolong tolong jin ipirit
sosial kemanusiaan,non larang komen
komentar biasa,lupa ngopag
alih fungsi hutan,hhhaaahhaa panas ni yee
sosial kemanusiaan,tuhan yesus lindung saudara aceh
sosial kemanusiaan,aamiin allahummaamiin
sosial kemanusiaan,aamiin
sosial kemanusiaan,kalo aktivis lingkunganwarga tolak tambang solidaritas bantu karna kalo banjir bandang jarak nya puluh kilo meter kenasedangkan bos tambang cinapejabataparat duduk manis rumah mewah jakarta
pembalakan liar,ngeri skrg warga sogok pake duit trus aktivis tangkap kayak gak tau aja
pembalakan liar,bro aktivis aja penjara warga ditembakin
pembalakan liar,wkwkwk browong warga yg ngedukung tambang
sosial kemanusiaan,aktivis lingkung pesan
alih fungsi hutan,bener banget kakecamatan belah yg demo izin kades kait tebang pohon gunung masyarakat demo kades ngilang kantor desa bakar masyarakat aktif jaga lingkung
sosial kemanusiaan,bener banget yg rusak hutan enak enak tidur nyenyak rumah mewah yg derita masyarakat
sosial kemanusiaan,nikmat ac kalu air nya udah kaya laut harta gak guna saudara
perubahan iklim,yg usaha tinggal ibukota gedung apartemen sentuh banjir
pembalakan liar,yg usaha rumah singapura ngapain orang kaya tinggal kampung
sosial kemanusiaan,yg rusa kena
sosial kemanusiaan,toloooong presideeen
sosial kemanusiaan,nang banget liat nya
sosial kemanusiaan,gpp kak oknum gundul hutan serta anak cucu kluarganya neng banget nih
sosial kemanusiaan,betul stop tambang
pembalakan liar,balas santai aja pimpin enak klo domba yg terprosok parit pimpin tangung kelak buat balas
