predicted_label,komentar
pembalakan liar,otak lu mandiin
pembalakan liar,komentar puji komentar hujat samasama komentar kenal kenal bang ferry ketemu langsung singgung marah baca komentar wajar singgung marah pikir pikir singgung marah bacot bacot
sosial kemanusiaan,bang lupa jaga sehat ya bang makasih udah bantu saudara d sumatera
pembalakan liar,malu kali bang orang jakarta sibuk ngurusi korban daerah bupati langkat si ondim ongkang ongkang gak kerja makas bang feri
alih fungsi hutan,bro ferry nanya dunk jalan lbih bnyak liat kebun sawit hutan
sosial kemanusiaan,gak kuat abang pidatonyesektar air mata tetes ya allah terimakasih orang baik moga korban kuat lahir batin jaga sehat bang irwandi team
kebijakan pemerintah,negara kaya perintah nyampah doang negara kaya
pembalakan liar,coba uji nasib gub pilih
sosial kemanusiaan,juang masyarakat yg dampak banjir yg pidana mas ferry irwandi semangat mas ferry moga lindung alloh swt amiiin
kebijakan pemerintah,indonesia negara bencana lambat responnya
sosial kemanusiaan,salam kmi org bilg kmi mas kmi aceh salam takengon aceh onsberas
pembalakan liar,jawa jawa bangsat yg kemarin rame komen medsos mengsyukuri bencana banjir sumatra bilang nikmat ni rasa akibat salah krn residu pilpres kemarin kau lihat dirjen kemenhut dwi januanto nugroho bangsa jawa kayu banjir kayu lapuk ketua bnpb jendral bangsa jawa banjir sumatera cekam sosmed si sumbing salah jawa hama ulil abshar abdalla elite agama nu bangsa jawa zero mining adl goblok wahabilingkunganbanjir sumatera krn tambang hei sumbing salah nabi peluk agama nu tambang kau tanah leluhur bangsa kau rusak tanah leluhur bangsa kau kau rusak tanah leluhur bangsa non jawa tanah leluhur bangsa non jawa yg ambil ratus ribu hektar dgn buka hutan saudara kau yg hama trans jawa dgn gratis
sosial kemanusiaan,sy ndah tahan liat video sedih rasa gmn bayang sulit utk tahan hidup hidup moga jabat yg kuasa hrs pikir lg ktk ambil bijak
sosial kemanusiaan,bang galang dana nyambung dikit sumbangsih saudara sumatera ga percaya donasi ga sampean korban
sosial kemanusiaan,semangat bang doa abang tim sana
sosial kemanusiaan,ty bang fer team moga sehat moga pulih indonesia
kebijakan pemerintah,bang maafin gw yah udah salah nilai kritik lumut gw lu pro coklat lumut problem nya jarang ekspos bikin gw sakit hati nyata kepala bnpb asal geng lumut bencana sumatera sukses sehat ya bang
sosial kemanusiaan,bang ferry sehat sehat bang bangga banget liat juan semangat bang ferry sisi sedih respon perintah bang ferry masyarakat privilege cepat tanggap bantu korban bencana respon perintah sumber daya lambat kecewa moga lekas pulih lekas baik
sosial kemanusiaan,sehatsehat
kebijakan pemerintah,menteri esdm bbm aman tu mahal
sosial kemanusiaan,respect
alih fungsi hutan,kayak gak masuk akal ya q inget sunam aceh ni ya sumatra landa kayak gin emmm jd ya kayak filem film keos gitu yak
pembalakan liar,bilang cekam sosmed org perintah
pembalakan liar,knp yg duduk perintah mayoritas bad people knp gk org ky ferry
sosial kemanusiaan,layak wapres gantiin fufufafa bang
sosial kemanusiaan,btul sy prcya sm adik k timbang mlutnya orang mnpik smbong gjimu duet rkyat pjak snang bngsat gjimu dri rkyat sy no rekening nya smga sehat insa allah klau riski bleh bntu saudara yg sumatra slam dri malaysia smga allah angkat drajat mu dk
sosial kemanusiaan,terimakasih orang
kebijakan pemerintah,perintah prabowo gagalingat yg rasa langsung masyarakat sumbarsumutacehpusat spelesampai nggak bbuat status bencana nasionaljangan harap pusat ngemis ngemis pilihmasyarakat jawa masyarakat jawa gimana lambat keras kepala perintah prabowo
kebijakan pemerintah,fufufafa laporprogramx kagak nongolprihatin perintah ttp smgat shat bang fery n tim serta msyarakat aamiin
sosial kemanusiaan,trimakasi orng
pembalakan liar,l rb bahlil tanggung
sosial kemanusiaan,liat tenggulun pulo tolong liat daerah polosok tamiang
sosial kemanusiaan,keren banget thumbnailnya
kebijakan pemerintah,video gua kecewa perintah emng pilih rakyat wakil rakyat iya wakil enak aja lihat gak ad yg turun cuman dteng bwa bantu trus pergi cermin wakil rakyat
sosial kemanusiaan,semangat bro n the teamsdlm juang kebaji utk masyarakat moga anggota teams selamat sejahtera misi kemanusiaansalam dulur kuala lumpur malaysia
sosial kemanusiaan,cercah harap cuman inget lu atas lu petinggi negeri lo ubah lo aja moga lo istiqamah bro
pembalakan liar,putus nggak laku dunia bebas luffy gear
sosial kemanusiaan,salam topi jerami
sosial kemanusiaan,bg tolong luput puskesmas karang desa medang ara
sosial kemanusiaan,nang bgt gue ngeliat vidio fery stay safe teman juang sana wargajagawarga
sosial kemanusiaan,lihat alat berat minimal buka jalan bersih jalan
alih fungsi hutan,nih calon pimpin
sosial kemanusiaan,ngomong ngomong miris ngeliatnya kau laku tindak moga bayak pemuda harap bangsa depan moga allah swt balas baik
sosial kemanusiaan,avolution
sosial kemanusiaan,sehatsehat semua
pembalakan liar,laknat smua jabat yg sengaja rusak sumatera
sosial kemanusiaan,jaga sehat warga lokasi dampak rawan hebatkalian tabahkalian kuat
sosial kemanusiaan,trus juang pjbatnnya bjngan sy sdih skli dk alhamdulillah ibuk dh tdi sy pnkan d jbar klau orang mahasiswa mnta bantu tpi sy cri no rekening dpat sma islam
pembalakan liar,saking horrornya menit bang asli parah astaga gin merinding
kebijakan pemerintah,presiden aja bang besok pilpres butuh pikir
pembalakan liar,donasi lho
kebijakan pemerintah,pembisikpembisiknya presiden kaya sih hati kejam banget mending presiden dengering bisik orang ga beres mending liat aja yt kaya gin real
sosial kemanusiaan,respectfull bang
pembalakan liar,prabowo malu ego maluu
sosial kemanusiaan,bang ferryirwadi mantap
sosial kemanusiaan,bang feri toling kota langsa kuala simpangbantuan logistik bangcuman beras kg uang rb ambil nya pake kartu keluarga barcode kalo ga adabarcode ga bangsedih kali banghari gin kondisi darurat aja sulit
sosial kemanusiaan,masyaallaah terimakasih bang ferry irwandi
sosial kemanusiaan,udah gbisa bg lbg fery sma team merinding
pembalakan liar,tanggap darurat aksi nyata influencer gk ky jabat yg pansos pdhl tgg jwb
sosial kemanusiaan,fajar tos jar
sosial kemanusiaan,duka cita sedalamdalamnya musibah banjir landa wilayah sumatra moga korban kuat selamat tabah hadap uji moga proses evakuasi pulih jalan lancar kondisi baik terimakasih bang ferry peduli masyarakat jaga sehat team
sosial kemanusiaan,bangga bangtt banggg
sosial kemanusiaan,buku buku ajar bandang malam bangun purnama sinar mata jaga pikir layang bandang ku hitung juang lawan kantuk ku lawan pikir ku khayal engkau sosok daya engkau ajar huni bumi juta ombak juta salah ikut arah angin telanjang makna terjemah sesal mudah ingkar hati ukur sesal bodoh setia matahari rembulan padam setia sungai henti alir laut sudi penuh setia alam damai alam ijinkan air alir sungai buku buku fokus baca buku tubuh ajar ajar buku fokus nikmat paham betapa baca buku alam ajar buku ku buku bosan tunggu ku buku bandang maaf daku hamba mu hetdi togatorop
sosial kemanusiaan,sehat bang fery doa serta yg kontribusi
sosial kemanusiaan,ya allah tngngalamkan jhmnam pumpin mnpik smga allah d gnti prseden yg jujur amanah smga rkyat sdar plih yg jujur
sosial kemanusiaan,bang ferry anak istri daerah aceh bireun desa tanoh mirah ga kontak kontak rabu sulit beli makan khawatir anak yg anak umur satu umur bulan mohon bang ferry kesana
sosial kemanusiaan,up up moga lekas kabar ya bang
pembalakan liar,bang tolong paket bantu serta makan saji masak susah madu bagus tahan tubuh abon makan enak biarpun makan nasi putih selai kacang makan insyaa allah awet kenyang roti baik roti gandum jgn roti putih awet kalo beli ikan sarden tolong mudah buka kaleng
sosial kemanusiaan,huhu semangat yaa disanaaa
kebijakan pemerintah,lindung tuhan orang orang gua gak berkatakata kondisi perintah enggan tetap status bencana nasional sikap manusia batal penting golong asu
pembalakan liar,menit gw pikir mat dog the raid sorry salfok moga korban tabah
sosial kemanusiaan,buset kelas bupati gubernur kesana
sosial kemanusiaan,truskan juang dk mndo wktu pjbat bjngan brdasi kya rkyat cri mkan k dunia ya allah lindung ngra kmi tenggelam prseden lknatullah pngkianat rkynya
alih fungsi hutan,sedih banget kiri kanan hutan sawit
sosial kemanusiaan,salut tetep semangat bang fery
sosial kemanusiaan,bahan dunia orang bahas sawit
sosial kemanusiaan,bang fer tolong aceh gayo luwes bibi bintang desa bewang camat bintang aceh kemaren kabar ungsi bntuan sana bayi hamil lahir lansia obat batas butuh bayi nggak komunikasi susah bnget ngehubungin nya terima kasihsemoga up
sosial kemanusiaan,semangat abang
kebijakan pemerintah,perintah panik nih yg ekpos
kebijakan pemerintah,perintah buta perintah tuli
sosial kemanusiaan,bravo kawan moga kau sehat sllu kau cepat tindak d banding bnpb jendral jendral to feri irwandyd as sllu
kebijakan pemerintah,cepat pulih sumatra
sosial kemanusiaan,terima kasih bang nunggu perintah ngebantu rakyat yg isolir kasi ga makan minum
sosial kemanusiaan,udah minggu lbh blm liat tni polri yg trun kst
sosial kemanusiaan,terimakasih masyarakat indonesia bang ferry kitabisa dahsyat air bah sanggup mengombang ambing truk betapa hebat duduk yg tahan moga bantu perintah sadar memmperbaiki desadesa yg dampak
sosial kemanusiaan,ya allah dk kgum sy tau sm kmu wktu yg d krim sy orang madura cri mkan d malaysia prseden smbong mtamu tk tau pndritaan rkyat nya yg krja d negeri skrang aja sdang rkyat musibah mcam bngga swit nyawa layang lbih rbu
sosial kemanusiaan,good person
sosial kemanusiaan,sehat sehat rawan
sosial kemanusiaan,terima kasih bang ferry rakyat indonesia bantu saudara saudara aceh tamiang insyaallah cepat pulih allah rahmat pray for sumatra
sosial kemanusiaan,orang juang bantu si bahlil prabowo and wakil puanketua dpr dascoketua mpr lg pesta hut golkar deklarasi dukung permanen sadis bener ga peduli
kebijakan pemerintah,kepala bnpb bilang heboh medsos bencana nasional
sosial kemanusiaan,terima kasih
sosial kemanusiaan,sedih nyampek kesini semangat bang ferry indonesia duka cita moga baik
sosial kemanusiaan,maaf bangsaya blm data daerah aja yg dampak daerah asa yg terisolasitakutnya ntar bantu numpuk doankkyknya gk koordinasi arah bantu mana ajamana yg kirim yg belumsiapa koordinator suplayer bantu bencana tsbmf kyk random arah bantu
sosial kemanusiaan,terimakasih ferry rakyat indonesia yg donasi tim yg libat yg udah kenan capek capek repot utk bantu korban banjir yg sebab faktor manusia
pembalakan liar,rompi anti peluru nya bg
sosial kemanusiaan,bang tolong bantu negeri korupsi tahan pemerintahseolah perintah cuci tangan
sosial kemanusiaan,sehat bang doa yg baik abang
sosial kemanusiaan,terima kasih
sosial kemanusiaan,ayom masyarakat omon omon angkat karung
kebijakan pemerintah,enak perintah kitakerja ngasal gaji selangitkalo musibah kek gin gerak lambat karna tau orang yg donasi rawan yg nolongin tampil bentar biar citra dana nya project strategis kaya mbgibukota dll
sosial kemanusiaan,bilang aji mumpung musibah content aja tsunami ama gunung letus gerak sama situ baru manusia sadar tuhan sungguh maha adil
sosial kemanusiaan,bantu dg doa ya allah sehat saudara kami
sosial kemanusiaan,masa masyarakat bangkit semangat jaga gantung harap orang politik gerak laju milu
sosial kemanusiaan,keren bang feri tim semangat peduli
sosial kemanusiaan,keren bangga
kebijakan pemerintah,yg bilang cekam sosmed buble yg presiden yg dpt presiden info palsu
kebijakan pemerintah,cekam sosial media kalimat hina negara yg rakyat geram bantu gaji kau pajak yg bayar rela donatur gembar gembor negara yg nyumbang uang pajak rakyat bisa nyablon karung tulis bantu presiden presiden bantu pribadi kalo kdm pribadi instansi ga pakai nyablon karung taruh photo hadeuhhh cekam medsos
sosial kemanusiaan,ya allah miris banget mana perintah rakyat sampe minum air banjir sampe diem terin presiden tolong yg bikin banjir hrus tanggung benah kembali hutanya
sosial kemanusiaan,guys sumatera kondisi baik percaya korban banjir sumatera susah cari makan
sosial kemanusiaan,terimakasih
sosial kemanusiaan,bawa dozzer bgbyr buka akses akses tutup dozer turun kn karna klau nunggu inisiatif pemerintahmau
sosial kemanusiaan,tahan ya ya
sosial kemanusiaan,moga jabat gerak gandeng tangan masyarakat indonesia mana cepat atas semangat rawan lokasi sedang galang dana
sosial kemanusiaan,bukti warga konoha jabat nye sdm rendah iq mentok mental kaga malingtipu korupsi dinikmatin aje udeee kaga mewek kaing
sosial kemanusiaan,sehat hidup bro
sosial kemanusiaan,jempol bang
sosial kemanusiaan,ya allah
sosial kemanusiaan,masyarakat yng atas perintah sdh wajib situasi bhinneka tunggal ika
sosial kemanusiaan,baang gue mauu bilaang lu kereeeeeeeen baang moga sehat
alih fungsi hutan,alamak serius full sawit
sosial kemanusiaan,jujur nang tambah sodara kawan sana makas bg makas bg
sosial kemanusiaan,terima kasih ferry tim masyarakat indonesia yg donasi uang benda makan minum pakai bahan perlu dasar
sosial kemanusiaan,juta liter
sosial kemanusiaan,jaga sehat bang fer
sosial kemanusiaan,konyol bupati jalan umroh klo haji dimklumin warga empati mana orang
sosial kemanusiaan,sakit jir pola pikir lo kalo haji maklum
sosial kemanusiaan,anjir gua laki koq nang
sosial kemanusiaan,terima kasih sembulah cepat saudara aceh sumatera salam doa makassar
sosial kemanusiaan,ku bang kesana semangat bang sukses selalu
sosial kemanusiaan,terimakasih bang feri tim udah bantu sana
sosial kemanusiaan,orang orang
sosial kemanusiaan,sehat
sosial kemanusiaan,bang ferry emang org yg manfaat
kebijakan pemerintah,udah bubarin dpr cepat klo kek gin trus
sosial kemanusiaan,alhamdulillah terima kasih bang feri pimpin sukarelawan yg ikhlas kumpul donasi m warga aceh tamiang yg sabar ya allah
sosial kemanusiaan,yg beneran beneran efort fisik tenaga ngumpulin duit ya bang ferry kdmyg tau
kebijakan pemerintah,presiden jajar ga tangan bener bener jabat ga peduli rakyatt
sosial kemanusiaan,untung gelintir korporasi yg ijin sengsara masyarakat
pembalakan liar,truk situ
sosial kemanusiaan,aceh bang klonkena musim panas panas poll
sosial kemanusiaan,ayo bang bikin partai
sosial kemanusiaan,usaha air minum indo bantu nyetok air minum kesel
sosial kemanusiaan,semangat brooo ferry irwandi peduli banjirlongsor rawan sejati aceh sehat selalu
sosial kemanusiaan,terimakasih
sosial kemanusiaan,terima kasih bang feri moga allah balas baik bang feri
sosial kemanusiaan,mualimbnyk yg mati bkn krn air
sosial kemanusiaan,moga bg ferry team sehat
pembalakan liar,cuman cekam media sosial yg kemarin bilang kek gitu ya mantap kali emang jabat negeri konoha
sosial kemanusiaan,bangterimakasihsudah jalan inisaya asli orang sumbar beterimakasih bantu
kebijakan pemerintah,sumpah alam nyata moga berlajar musnah nya alam musnah hidup
sosial kemanusiaan,tolong jangkau desa pencil bantu
pembalakan liar,president nya ngomongi sawitngakpunya asa rakyat yng kena bencana
sosial kemanusiaan,semangat bg fer moga halhal serta persetan pjbt negeri situasi lapang tau moga lekas baik daerah dampak bencana makasih bg fer kerja keras
sosial kemanusiaan,sehat bang ferry team
sosial kemanusiaan,alhamdulillah terimakasih terimakasih bro balas baik
sosial kemanusiaan,miliar tangan yg
sosial kemanusiaan,malaikat indonesia umur orang orang
sosial kemanusiaan,ya allah gak kuat denger cerita
pembalakan liar,cuman cekam sosial media
sosial kemanusiaan,pempus nolak bantu internasional takut deforestasi tambang ter ekspos persetan rupiah manusia gade
sosial kemanusiaan,sehat sehat orang baik
pembalakan liar,bensin ecer ltr rb seh kaya gin aja pikir perut manusia manusia
sosial kemanusiaan,udah bang yappingnya kaplok ndase asw
sosial kemanusiaan,terimakasih bang sehat
pembalakan liar,banjir cekam sosmed
sosial kemanusiaan,terima kasih gercep baik sehat aamiin
sosial kemanusiaan,semangat uda ferryjgn henti juang untung penting masyarakat indonesia
sosial kemanusiaan,tolong jabat mang bijak penting masak viral gerak
sosial kemanusiaan,sehatsehat ya bang bang ferry orang banding bang
sosial kemanusiaan,subhannallah
sosial kemanusiaan,terimakasih nafas saudara tamiang moga allah swt balas sehat selamat bang ferry keluarga serta tim aamiin
sosial kemanusiaan,respect
sosial kemanusiaan,barakallahu fiikum
